pair,datetime,open,high,low,close
EURJPY,2026-07-28 04:00:00+00:00,186.277,186.28,186.154,186.166
EURJPY,2026-07-28 05:00:00+00:00,186.166,186.178,186.046,186.108
EURJPY,2026-07-28 06:00:00+00:00,186.108,186.166,186.064,186.118
EURJPY,2026-07-28 07:00:00+00:00,186.12,186.226,186.102,186.14
EURJPY,2026-07-28 08:00:00+00:00,186.141,186.314,186.138,186.312
EURJPY,2026-07-28 09:00:00+00:00,186.313,186.32,186.1,186.109
EURJPY,2026-07-28 10:00:00+00:00,186.106,186.278,186.074,186.245
EURJPY,2026-07-28 11:00:00+00:00,186.244,186.356,186.178,186.316
EURJPY,2026-07-28 12:00:00+00:00,186.315,186.338,186.202,186.263
EURJPY,2026-07-28 13:00:00+00:00,186.266,186.338,186.257,186.322
EURJPY,2026-07-28 14:00:00+00:00,186.318,186.588,186.306,186.574
EURJPY,2026-07-28 15:00:00+00:00,186.576,186.624,186.516,186.568
EURJPY,2026-07-28 16:00:00+00:00,186.568,186.688,186.568,186.604
EURJPY,2026-07-28 17:00:00+00:00,186.606,186.626,186.558,186.564
EURJPY,2026-07-28 18:00:00+00:00,186.564,186.588,186.526,186.584
EURJPY,2026-07-28 19:00:00+00:00,186.585,186.64,186.576,186.59
EURJPY,2026-07-28 20:00:00+00:00,186.596,186.618,186.561,186.588
EURJPY,2026-07-28 21:00:00+00:00,186.571,186.657,186.563,186.6
EURJPY,2026-07-28 22:00:00+00:00,186.599,186.618,186.538,186.548
EURJPY,2026-07-28 23:00:00+00:00,186.548,186.586,186.512,186.584
EURJPY,2026-07-29 00:00:00+00:00,186.587,186.594,186.408,186.48
EURJPY,2026-07-29 01:00:00+00:00,186.48,186.548,186.456,186.507
EURJPY,2026-07-29 02:00:00+00:00,186.505,186.574,186.478,186.558
EURJPY,2026-07-29 03:00:00+00:00,186.558,186.592,186.47,186.488
EURJPY,2026-07-29 04:00:00+00:00,186.484,186.503,186.188,186.326
EURJPY,2026-07-29 05:00:00+00:00,186.327,186.367,186.242,186.358
EURJPY,2026-07-29 06:00:00+00:00,186.352,186.418,186.262,186.296
EURJPY,2026-07-29 07:00:00+00:00,186.296,186.58,186.279,186.562
EURJPY,2026-07-29 08:00:00+00:00,186.562,186.58,186.417,186.433
EURJPY,2026-07-29 09:00:00+00:00,186.434,186.446,186.312,186.386
EURJPY,2026-07-29 10:00:00+00:00,186.387,186.444,186.318,186.336
EURJPY,2026-07-29 11:00:00+00:00,186.339,186.404,186.256,186.266
EURJPY,2026-07-29 12:00:00+00:00,186.264,186.412,186.242,186.38
EURJPY,2026-07-29 13:00:00+00:00,186.38,186.553,186.339,186.547
EURJPY,2026-07-29 14:00:00+00:00,186.548,186.67,186.502,186.52
EURJPY,2026-07-29 15:00:00+00:00,186.518,186.548,186.442,186.521
EURJPY,2026-07-29 16:00:00+00:00,186.52,186.6,186.466,186.6
EURJPY,2026-07-29 17:00:00+00:00,186.6,186.71,186.59,186.65
EURJPY,2026-07-29 18:00:00+00:00,186.65,187.065,186.484,187.032
EURJPY,2026-07-29 19:00:00+00:00,187.03,187.262,186.976,187.187
EURJPY,2026-07-29 20:00:00+00:00,187.19,187.478,187.186,187.414
EURJPY,2026-07-29 21:00:00+00:00,187.265,187.356,187.21,187.319
EURJPY,2026-07-29 22:00:00+00:00,187.318,187.442,187.318,187.432
EURJPY,2026-07-29 23:00:00+00:00,187.432,187.433,187.258,187.262
EURJPY,2026-07-30 00:00:00+00:00,187.262,187.334,187.158,187.329
EURJPY,2026-07-30 01:00:00+00:00,187.33,187.334,187.245,187.262
EURJPY,2026-07-30 02:00:00+00:00,187.267,187.27,187.214,187.24
EURJPY,2026-07-30 03:00:00+00:00,187.24,187.286,187.202,187.204
EURJPY,2026-07-30 04:00:00+00:00,187.206,187.254,187.194,187.214
EURJPY,2026-07-30 05:00:00+00:00,187.215,187.31,187.213,187.252
EURJPY,2026-07-30 06:00:00+00:00,187.253,187.358,187.212,187.32
EURJPY,2026-07-30 07:00:00+00:00,187.322,187.355,187.154,187.27
EURJPY,2026-07-30 08:00:00+00:00,187.269,187.428,187.262,187.358
EURJPY,2026-07-30 09:00:00+00:00,187.36,187.41,187.204,187.232
EURJPY,2026-07-30 10:00:00+00:00,187.23,187.232,186.306,186.81
EURJPY,2026-07-30 11:00:00+00:00,186.81,186.944,186.74,186.938
EURJPY,2026-07-30 12:00:00+00:00,186.938,187.012,186.79,186.952
EURJPY,2026-07-30 13:00:00+00:00,186.956,186.956,184.079,184.092
EURJPY,2026-07-30 14:00:00+00:00,184.092,184.24,182.107,183.225
EURJPY,2026-07-30 15:00:00+00:00,183.224,183.756,182.849,183.732
EURJPY,2026-07-30 16:00:00+00:00,183.732,184.006,183.712,183.964
EURJPY,2026-07-30 17:00:00+00:00,183.964,184.136,182.676,183.321
EURJPY,2026-07-30 18:00:00+00:00,183.32,183.444,183.214,183.296
EURJPY,2026-07-30 19:00:00+00:00,183.307,183.84,183.307,183.749
EURJPY,2026-07-30 20:00:00+00:00,183.75,183.998,183.724,183.926
EURJPY,2026-07-30 21:00:00+00:00,183.841,184.026,183.831,184.003
EURJPY,2026-07-30 22:00:00+00:00,184.005,184.178,183.768,184.065
EURJPY,2026-07-30 23:00:00+00:00,184.066,184.623,183.98,184.588
EURJPY,2026-07-31 00:00:00+00:00,184.587,185.098,184.566,184.908
EURJPY,2026-07-31 01:00:00+00:00,184.906,185.031,184.712,185.01
EURJPY,2026-07-31 02:00:00+00:00,185.008,185.01,184.702,184.784
EURJPY,2026-07-31 03:00:00+00:00,184.784,185.17,184.738,184.924
EURJPY,2026-07-31 04:00:00+00:00,184.926,185.05,184.868,184.92
EURJPY,2026-07-31 05:00:00+00:00,184.92,184.944,184.765,184.797
EURJPY,2026-07-31 06:00:00+00:00,184.79,184.854,184.28,184.614
EURJPY,2026-07-31 07:00:00+00:00,184.616,185.029,184.467,184.468
EURJPY,2026-07-31 08:00:00+00:00,184.468,184.726,182.726,183.134
EURJPY,2026-07-31 09:00:00+00:00,183.132,184.174,182.772,184.084
EURJPY,2026-07-31 10:00:00+00:00,184.085,184.218,183.924,184.022
EURJPY,2026-07-31 11:00:00+00:00,184.022,184.144,183.947,184.007
EURJPY,2026-07-31 12:00:00+00:00,184.01,184.287,183.954,184.244
EURJPY,2026-07-31 13:00:00+00:00,184.239,184.372,182.56,182.89
EURJPY,2026-07-31 14:00:00+00:00,182.892,183.392,182.206,183.2
EURJPY,2026-07-31 15:00:00+00:00,183.2,183.388,182.748,183.336
EURJPY,2026-07-31 16:00:00+00:00,183.337,183.552,183.256,183.548
EURJPY,2026-07-31 17:00:00+00:00,183.551,183.778,182.45,182.815
EURJPY,2026-07-31 18:00:00+00:00,182.815,183.401,182.637,183.224
EURJPY,2026-07-31 19:00:00+00:00,183.224,183.572,183.224,183.554
EURJPY,2026-07-31 20:00:00+00:00,183.55,183.569,181.4,181.551
EURJPY,2026-08-02 21:00:00+00:00,181.516,181.979,181.494,181.918
EURJPY,2026-08-02 22:00:00+00:00,181.918,181.93,181.381,181.669
EURJPY,2026-08-02 23:00:00+00:00,181.672,182.239,181.401,181.915
EURJPY,2026-08-03 00:00:00+00:00,181.913,182.154,179.369,180.21
EURJPY,2026-08-03 01:00:00+00:00,180.21,180.494,179.443,180.319
EURJPY,2026-08-03 02:00:00+00:00,180.32,180.622,180.202,180.446
EURJPY,2026-08-03 03:00:00+00:00,180.448,180.574,180.212,180.474
EURJPY,2026-08-03 04:00:00+00:00,180.474,180.55,180.346,180.467
EURJPY,2026-08-03 05:00:00+00:00,180.466,180.518,180.365,180.444
EURJPY,2026-08-03 06:00:00+00:00,180.44,180.812,180.366,180.718
EURJPY,2026-08-03 07:00:00+00:00,180.703,180.752,180.458,180.708
EURJPY,2026-08-03 08:00:00+00:00,180.709,180.902,180.478,180.891
EURJPY,2026-08-03 09:00:00+00:00,180.89,181.156,180.774,181.006
EURJPY,2026-08-03 10:00:00+00:00,181.006,181.012,180.549,180.701
EURJPY,2026-08-03 11:00:00+00:00,180.704,180.931,180.529,180.676
EURJPY,2026-08-03 12:00:00+00:00,180.677,180.82,180.582,180.786
EURJPY,2026-08-03 13:00:00+00:00,180.784,180.858,180.186,180.37
EURJPY,2026-08-03 14:00:00+00:00,180.335,180.45,180.039,180.263
EURJPY,2026-08-03 15:00:00+00:00,180.266,180.688,180.233,180.666
EURJPY,2026-08-03 16:00:00+00:00,180.668,180.672,180.219,180.534
EURJPY,2026-08-03 17:00:00+00:00,180.534,180.624,180.498,180.612
EURJPY,2026-08-03 18:00:00+00:00,180.608,180.679,180.409,180.512
EURJPY,2026-08-03 19:00:00+00:00,180.518,180.681,180.494,180.662
EURJPY,2026-08-03 20:00:00+00:00,180.661,180.944,180.598,180.905
EURJPY,2026-08-03 21:00:00+00:00,180.965,180.974,180.902,180.974
EURJPY,2026-08-03 22:00:00+00:00,180.967,181.171,180.928,181.107
EURJPY,2026-08-03 23:00:00+00:00,181.108,181.428,181.022,181.282
EURJPY,2026-08-04 00:00:00+00:00,181.285,181.312,181.004,181.211
EURJPY,2026-08-04 01:00:00+00:00,181.212,181.456,181.209,181.45
EURJPY,2026-08-04 02:00:00+00:00,181.451,181.558,181.439,181.505
EURJPY,2026-08-04 03:00:00+00:00,181.504,181.515,181.268,181.429
EURJPY,2026-08-04 04:00:00+00:00,181.428,181.44,181.252,181.34
EURJPY,2026-08-04 05:00:00+00:00,181.344,181.485,181.274,181.484
EURJPY,2026-08-04 06:00:00+00:00,181.483,181.521,181.32,181.456
EURJPY,2026-08-04 07:00:00+00:00,181.458,181.684,181.428,181.656
EURJPY,2026-08-04 08:00:00+00:00,181.658,181.688,181.531,181.601
EURJPY,2026-08-04 09:00:00+00:00,181.602,181.782,181.586,181.729
EURJPY,2026-08-04 10:00:00+00:00,181.727,181.8,181.661,181.718
EURJPY,2026-08-04 11:00:00+00:00,181.715,181.74,181.27,181.342
EURJPY,2026-08-04 12:00:00+00:00,181.33,181.47,181.182,181.396
EURJPY,2026-08-04 13:00:00+00:00,181.396,181.434,181.182,181.42
EURJPY,2026-08-04 14:00:00+00:00,181.426,181.612,181.336,181.556
EURJPY,2026-08-04 15:00:00+00:00,181.556,181.622,181.33,181.472
EURJPY,2026-08-04 16:00:00+00:00,181.476,181.55,181.394,181.512
EURJPY,2026-08-04 17:00:00+00:00,181.51,181.652,181.483,181.627
EURJPY,2026-08-04 18:00:00+00:00,181.628,181.831,181.626,181.818
EURJPY,2026-08-04 19:00:00+00:00,181.818,181.988,181.808,181.922
EURJPY,2026-08-04 20:00:00+00:00,181.921,181.938,181.854,181.922
EURJPY,2026-08-04 21:00:00+00:00,181.891,181.957,181.851,181.876
EURJPY,2026-08-04 22:00:00+00:00,181.879,181.941,181.83,181.914
EURJPY,2026-08-04 23:00:00+00:00,181.913,181.97,181.826,181.872
EURJPY,2026-08-05 00:00:00+00:00,181.87,181.938,181.588,181.69
EURJPY,2026-08-05 01:00:00+00:00,181.692,181.764,181.641,181.719
EURJPY,2026-08-05 02:00:00+00:00,181.72,181.81,181.54,181.624
EURJPY,2026-08-05 03:00:00+00:00,181.626,181.726,181.586,181.628
EURJPY,2026-08-05 04:00:00+00:00,181.626,181.892,181.588,181.87
EURJPY,2026-08-05 05:00:00+00:00,181.875,181.902,181.808,181.85
EURJPY,2026-08-05 06:00:00+00:00,181.848,182.024,181.768,181.967
EURJPY,2026-08-05 07:00:00+00:00,181.966,181.994,181.803,181.974
EURJPY,2026-08-05 08:00:00+00:00,181.974,182.174,181.952,182.058
EURJPY,2026-08-05 09:00:00+00:00,182.059,182.142,182.002,182.044
EURJPY,2026-08-05 10:00:00+00:00,182.044,182.108,181.979,181.986
EURJPY,2026-08-05 11:00:00+00:00,181.988,182.06,181.864,182.029
EURJPY,2026-08-05 12:00:00+00:00,182.03,182.088,181.92,181.993
EURJPY,2026-08-05 13:00:00+00:00,181.992,182.076,181.767,181.879
EURJPY,2026-08-05 14:00:00+00:00,181.866,182.017,181.784,181.97
EURJPY,2026-08-05 15:00:00+00:00,181.97,182.045,181.877,182.04
EURJPY,2026-08-05 16:00:00+00:00,182.037,182.134,181.978,182.134
EURJPY,2026-08-05 17:00:00+00:00,182.136,182.228,182.092,182.228
EURJPY,2026-08-05 18:00:00+00:00,182.227,182.242,182.156,182.17
EURJPY,2026-08-05 19:00:00+00:00,182.174,182.205,182.122,182.185
EURJPY,2026-08-05 20:00:00+00:00,182.186,182.292,182.176,182.28
EURJPY,2026-08-05 21:00:00+00:00,182.271,182.294,182.15,182.198
EURJPY,2026-08-05 22:00:00+00:00,182.197,182.228,182.168,182.196
EURJPY,2026-08-05 23:00:00+00:00,182.195,182.195,182.098,182.154
EURJPY,2026-08-06 00:00:00+00:00,182.153,182.338,182.152,182.276
EURJPY,2026-08-06 01:00:00+00:00,182.277,182.295,182.132,182.182
EURJPY,2026-08-06 02:00:00+00:00,182.182,182.216,182.138,182.17
EURJPY,2026-08-06 03:00:00+00:00,182.17,182.216,182.125,182.168
EURJPY,2026-08-06 04:00:00+00:00,182.166,182.18,182.13,182.176
EURJPY,2026-08-06 05:00:00+00:00,182.178,182.214,182.134,182.194
EURJPY,2026-08-06 06:00:00+00:00,182.196,182.258,182.162,182.212
EURJPY,2026-08-06 07:00:00+00:00,182.212,182.262,182.094,182.242
EURJPY,2026-08-06 08:00:00+00:00,182.246,182.266,182.13,182.201
EURJPY,2026-08-06 09:00:00+00:00,182.2,182.212,182.135,182.16
EURJPY,2026-08-06 10:00:00+00:00,182.16,182.208,182.11,182.202
EURJPY,2026-08-06 11:00:00+00:00,182.202,182.33,182.185,182.25
EURJPY,2026-08-06 12:00:00+00:00,182.25,182.286,182.16,182.202
EURJPY,2026-08-06 13:00:00+00:00,182.202,182.304,182.176,182.226
EURJPY,2026-08-06 14:00:00+00:00,182.226,182.572,182.206,182.494
EURJPY,2026-08-06 15:00:00+00:00,182.494,182.642,182.48,182.548
EURJPY,2026-08-06 16:00:00+00:00,182.548,182.632,182.256,182.614
EURJPY,2026-08-06 17:00:00+00:00,182.614,182.619,182.484,182.528
EURJPY,2026-08-06 18:00:00+00:00,182.53,182.548,182.448,182.457
EURJPY,2026-08-06 19:00:00+00:00,182.456,182.588,182.444,182.532
EURJPY,2026-08-06 20:00:00+00:00,182.531,182.631,182.524,182.61
EURJPY,2026-08-06 21:00:00+00:00,182.612,182.63,182.523,182.562
EURJPY,2026-08-06 22:00:00+00:00,182.601,182.644,182.57,182.591
EURJPY,2026-08-06 23:00:00+00:00,182.591,182.599,182.518,182.576
EURJPY,2026-08-07 00:00:00+00:00,182.572,182.694,182.565,182.617
EURJPY,2026-08-07 01:00:00+00:00,182.62,182.638,182.336,182.434
EURJPY,2026-08-07 02:00:00+00:00,182.434,182.492,182.43,182.481
EURJPY,2026-08-07 03:00:00+00:00,182.479,182.577,182.47,182.546
EURJPY,2026-08-07 04:00:00+00:00,182.545,182.57,182.506,182.517
EURJPY,2026-08-07 05:00:00+00:00,182.515,182.541,182.435,182.446
EURJPY,2026-08-07 06:00:00+00:00,182.443,182.489,182.408,182.476
EURJPY,2026-08-07 07:00:00+00:00,182.477,182.592,182.399,182.534
EURJPY,2026-08-07 08:00:00+00:00,182.532,182.572,182.488,182.513
EURJPY,2026-08-07 09:00:00+00:00,182.516,182.602,182.506,182.58
EURJPY,2026-08-07 10:00:00+00:00,182.58,182.622,182.42,182.49
EURJPY,2026-08-07 11:00:00+00:00,182.491,182.614,182.473,182.613
EURJPY,2026-08-07 12:00:00+00:00,182.614,182.694,181.312,182.152
EURJPY,2026-08-07 13:00:00+00:00,182.144,182.366,182.01,182.318
EURJPY,2026-08-07 14:00:00+00:00,182.315,182.498,182.234,182.464
EURJPY,2026-08-07 15:00:00+00:00,182.464,182.5,182.03,182.114
EURJPY,2026-08-07 16:00:00+00:00,182.114,182.134,181.901,182.005
EURJPY,2026-08-07 17:00:00+00:00,182.003,182.09,181.973,182.084
EURJPY,2026-08-07 18:00:00+00:00,182.083,182.252,182.074,182.202
EURJPY,2026-08-07 19:00:00+00:00,182.204,182.284,182.11,182.178
EURJPY,2026-08-07 20:00:00+00:00,182.178,182.482,182.148,182.396
EURJPY,2026-08-09 21:00:00+00:00,182.428,182.442,182.288,182.344
EURJPY,2026-08-09 22:00:00+00:00,182.344,182.53,182.338,182.503
EURJPY,2026-08-09 23:00:00+00:00,182.502,182.511,182.408,182.476
EURJPY,2026-08-10 00:00:00+00:00,182.476,182.58,182.442,182.566
EURJPY,2026-08-10 01:00:00+00:00,182.568,182.91,182.552,182.875
EURJPY,2026-08-10 02:00:00+00:00,182.874,182.899,182.78,182.786
EURJPY,2026-08-10 03:00:00+00:00,182.786,182.794,182.693,182.714
EURJPY,2026-08-10 04:00:00+00:00,182.714,182.918,182.714,182.91
EURJPY,2026-08-10 05:00:00+00:00,182.909,182.986,182.892,182.968
EURJPY,2026-08-10 06:00:00+00:00,182.969,183.104,182.96,183.02
EURJPY,2026-08-10 07:00:00+00:00,183.02,183.28,183.006,183.233
EURJPY,2026-08-10 08:00:00+00:00,183.234,183.472,183.173,183.438
EURJPY,2026-08-10 09:00:00+00:00,183.438,183.641,183.438,183.59
EURJPY,2026-08-10 10:00:00+00:00,183.592,183.625,183.447,183.492
EURJPY,2026-08-10 11:00:00+00:00,183.492,183.538,183.406,183.479
EURJPY,2026-08-10 12:00:00+00:00,183.48,183.558,183.064,183.54
EURJPY,2026-08-10 13:00:00+00:00,183.541,183.652,183.503,183.59
EURJPY,2026-08-10 14:00:00+00:00,183.586,183.654,183.485,183.61
EURJPY,2026-08-10 15:00:00+00:00,183.611,183.658,183.505,183.567
EURJPY,2026-08-10 16:00:00+00:00,183.566,183.666,183.56,183.646
EURJPY,2026-08-10 17:00:00+00:00,183.647,183.756,183.638,183.697
EURJPY,2026-08-10 18:00:00+00:00,183.697,183.926,183.67,183.801
EURJPY,2026-08-10 19:00:00+00:00,183.802,183.94,183.774,183.867
EURJPY,2026-08-10 20:00:00+00:00,183.866,183.924,183.859,183.89
EURJPY,2026-08-10 21:00:00+00:00,183.837,183.887,183.812,183.839
EURJPY,2026-08-10 22:00:00+00:00,183.85,183.902,183.817,183.836
EURJPY,2026-08-10 23:00:00+00:00,183.836,183.863,183.742,183.768
EURJPY,2026-08-11 00:00:00+00:00,183.764,183.842,183.553,183.753
EURJPY,2026-08-11 01:00:00+00:00,183.752,183.804,183.683,183.782
EURJPY,2026-08-11 02:00:00+00:00,183.782,183.858,183.762,183.791
EURJPY,2026-08-11 03:00:00+00:00,183.79,183.814,183.729,183.768
EURJPY,2026-08-11 04:00:00+00:00,183.771,183.798,183.744,183.752
EURJPY,2026-08-11 05:00:00+00:00,183.754,183.76,183.69,183.742
EURJPY,2026-08-11 06:00:00+00:00,183.747,183.768,183.642,183.683
EURJPY,2026-08-11 07:00:00+00:00,183.682,183.837,183.678,183.779
EURJPY,2026-08-11 08:00:00+00:00,183.778,183.855,183.729,183.842
EURJPY,2026-08-11 09:00:00+00:00,183.842,183.874,183.738,183.768
EURJPY,2026-08-11 10:00:00+00:00,183.77,183.822,183.659,183.697
EURJPY,2026-08-11 11:00:00+00:00,183.697,183.732,183.604,183.721
EURJPY,2026-08-11 12:00:00+00:00,183.72,183.85,183.702,183.824
EURJPY,2026-08-11 13:00:00+00:00,183.823,183.86,183.736,183.821
EURJPY,2026-08-11 14:00:00+00:00,183.822,183.848,183.752,183.8
EURJPY,2026-08-11 15:00:00+00:00,183.8,183.848,183.734,183.826
EURJPY,2026-08-11 16:00:00+00:00,183.826,183.828,183.731,183.788
EURJPY,2026-08-11 17:00:00+00:00,183.79,183.832,183.757,183.817
EURJPY,2026-08-11 18:00:00+00:00,183.818,183.846,183.792,183.802
EURJPY,2026-08-11 19:00:00+00:00,183.801,183.875,183.801,183.862
EURJPY,2026-08-11 20:00:00+00:00,183.863,183.92,183.83,183.866
EURJPY,2026-08-11 21:00:00+00:00,183.83,183.846,183.786,183.83
EURJPY,2026-08-11 22:00:00+00:00,183.826,183.884,183.826,183.856
EURJPY,2026-08-11 23:00:00+00:00,183.853,183.874,183.837,183.86
EURJPY,2026-08-12 00:00:00+00:00,183.862,183.916,183.778,183.894
EURJPY,2026-08-12 01:00:00+00:00,183.894,183.915,183.82,183.846
EURJPY,2026-08-12 02:00:00+00:00,183.846,183.948,183.838,183.925
EURJPY,2026-08-12 03:00:00+00:00,183.924,183.969,183.9,183.909
EURJPY,2026-08-12 04:00:00+00:00,183.908,183.926,183.852,183.901
EURJPY,2026-08-12 05:00:00+00:00,183.9,183.902,183.778,183.858
EURJPY,2026-08-12 06:00:00+00:00,183.858,183.888,183.815,183.884
EURJPY,2026-08-12 07:00:00+00:00,183.884,183.926,183.836,183.876
EURJPY,2026-08-12 08:00:00+00:00,183.876,183.88,183.794,183.81
EURJPY,2026-08-12 09:00:00+00:00,183.81,183.835,183.154,183.608
EURJPY,2026-08-12 10:00:00+00:00,183.605,183.678,183.55,183.616
EURJPY,2026-08-12 11:00:00+00:00,183.616,183.676,183.541,183.659
EURJPY,2026-08-12 12:00:00+00:00,183.661,183.726,183.379,183.572
EURJPY,2026-08-12 13:00:00+00:00,183.571,183.722,183.478,183.706
EURJPY,2026-08-12 14:00:00+00:00,183.71,183.83,183.689,183.77
EURJPY,2026-08-12 15:00:00+00:00,183.772,183.818,183.718,183.744
EURJPY,2026-08-12 16:00:00+00:00,183.746,183.759,183.7,183.745
EURJPY,2026-08-12 17:00:00+00:00,183.746,183.834,183.742,183.77
EURJPY,2026-08-12 18:00:00+00:00,183.77,183.817,183.741,183.758
EURJPY,2026-08-12 19:00:00+00:00,183.758,183.785,183.723,183.777
EURJPY,2026-08-12 20:00:00+00:00,183.774,183.797,183.71,183.738
EURJPY,2026-08-12 21:00:00+00:00,183.761,183.761,183.687,183.709
EURJPY,2026-08-12 22:00:00+00:00,183.716,183.767,183.714,183.724
EURJPY,2026-08-12 23:00:00+00:00,183.723,183.723,183.647,183.68
EURJPY,2026-08-13 00:00:00+00:00,183.682,183.748,183.623,183.678
EURJPY,2026-08-13 01:00:00+00:00,183.678,183.705,183.639,183.649
EURJPY,2026-08-13 02:00:00+00:00,183.648,183.732,183.64,183.698
EURJPY,2026-08-13 03:00:00+00:00,183.699,183.75,183.678,183.704
EURJPY,2026-08-13 04:00:00+00:00,183.705,183.746,183.44,183.557
EURJPY,2026-08-13 05:00:00+00:00,183.554,183.676,183.534,183.58
EURJPY,2026-08-13 06:00:00+00:00,183.58,183.657,183.542,183.584
EURJPY,2026-08-13 07:00:00+00:00,183.583,183.703,183.57,183.678
EURJPY,2026-08-13 08:00:00+00:00,183.678,183.75,183.656,183.703
EURJPY,2026-08-13 09:00:00+00:00,183.704,183.808,183.696,183.791
EURJPY,2026-08-13 10:00:00+00:00,183.794,183.852,183.79,183.82
EURJPY,2026-08-13 11:00:00+00:00,183.82,183.828,183.741,183.78
EURJPY,2026-08-13 12:00:00+00:00,183.779,183.796,183.659,183.75
EURJPY,2026-08-13 13:00:00+00:00,183.755,183.786,183.68,183.707
EURJPY,2026-08-13 14:00:00+00:00,183.708,183.826,183.553,183.744
EURJPY,2026-08-13 15:00:00+00:00,183.744,183.836,183.74,183.748
EURJPY,2026-08-13 16:00:00+00:00,183.748,183.888,183.738,183.879
EURJPY,2026-08-13 17:00:00+00:00,183.878,183.926,183.842,183.893
EURJPY,2026-08-13 18:00:00+00:00,183.896,183.918,183.865,183.898
EURJPY,2026-08-13 19:00:00+00:00,183.899,183.928,183.88,183.909
EURJPY,2026-08-13 20:00:00+00:00,183.908,183.946,183.88,183.908
EURJPY,2026-08-13 21:00:00+00:00,183.872,183.915,183.831,183.88
EURJPY,2026-08-13 22:00:00+00:00,183.883,183.938,183.883,183.893
EURJPY,2026-08-13 23:00:00+00:00,183.894,183.93,183.886,183.89
EURJPY,2026-08-14 00:00:00+00:00,183.894,183.976,183.859,183.892
EURJPY,2026-08-14 01:00:00+00:00,183.892,183.948,183.856,183.908
EURJPY,2026-08-14 02:00:00+00:00,183.906,183.93,183.866,183.876
EURJPY,2026-08-14 03:00:00+00:00,183.875,183.912,183.832,183.884
EURJPY,2026-08-14 04:00:00+00:00,183.884,183.904,183.854,183.875
EURJPY,2026-08-14 05:00:00+00:00,183.875,183.884,183.716,183.818
EURJPY,2026-08-14 06:00:00+00:00,183.819,183.844,183.696,183.838
EURJPY,2026-08-14 07:00:00+00:00,183.84,183.94,183.81,183.897
EURJPY,2026-08-14 08:00:00+00:00,183.9,183.947,183.75,183.944
EURJPY,2026-08-14 09:00:00+00:00,183.94,183.954,183.816,183.885
EURJPY,2026-08-14 10:00:00+00:00,183.882,183.946,183.826,183.942
EURJPY,2026-08-14 11:00:00+00:00,183.945,184.099,183.943,184.02
EURJPY,2026-08-14 12:00:00+00:00,184.02,184.036,183.604,183.811
EURJPY,2026-08-14 13:00:00+00:00,183.804,184.08,183.787,184.063
EURJPY,2026-08-14 14:00:00+00:00,184.062,184.19,184.058,184.169
EURJPY,2026-08-14 15:00:00+00:00,184.168,184.408,184.127,184.378
EURJPY,2026-08-14 16:00:00+00:00,184.382,184.454,184.37,184.405
EURJPY,2026-08-14 17:00:00+00:00,184.406,184.412,184.282,184.302
EURJPY,2026-08-14 18:00:00+00:00,184.302,184.358,184.284,184.333
EURJPY,2026-08-14 19:00:00+00:00,184.334,184.388,184.321,184.356
EURJPY,2026-08-14 20:00:00+00:00,184.356,184.364,184.296,184.345
EURJPY,2026-08-16 21:00:00+00:00,184.262,184.325,184.244,184.256
EURJPY,2026-08-16 22:00:00+00:00,184.257,184.372,184.22,184.221
EURJPY,2026-08-16 23:00:00+00:00,184.221,184.312,184.205,184.288
EURJPY,2026-08-17 00:00:00+00:00,184.284,184.336,184.13,184.148
EURJPY,2026-08-17 01:00:00+00:00,184.151,184.276,184.12,184.25
EURJPY,2026-08-17 02:00:00+00:00,184.25,184.268,184.134,184.167
EURJPY,2026-08-17 03:00:00+00:00,184.169,184.3,184.169,184.29
EURJPY,2026-08-17 04:00:00+00:00,184.29,184.354,184.279,184.339
EURJPY,2026-08-17 05:00:00+00:00,184.34,184.346,184.21,184.337
EURJPY,2026-08-17 06:00:00+00:00,184.34,184.363,184.279,184.33
EURJPY,2026-08-17 07:00:00+00:00,184.329,184.536,184.257,184.492
EURJPY,2026-08-17 08:00:00+00:00,184.49,184.638,184.476,184.57
EURJPY,2026-08-17 09:00:00+00:00,184.572,184.636,184.525,184.586
EURJPY,2026-08-17 10:00:00+00:00,184.589,184.598,184.471,184.508
EURJPY,2026-08-17 11:00:00+00:00,184.509,184.606,184.483,184.598
EURJPY,2026-08-17 12:00:00+00:00,184.596,184.692,184.56,184.688
EURJPY,2026-08-17 13:00:00+00:00,184.687,184.77,184.658,184.664
EURJPY,2026-08-17 14:00:00+00:00,184.666,184.69,184.53,184.566
EURJPY,2026-08-17 15:00:00+00:00,184.568,184.692,184.542,184.682
EURJPY,2026-08-17 16:00:00+00:00,184.683,184.728,184.65,184.678
EURJPY,2026-08-17 17:00:00+00:00,184.678,184.724,184.636,184.648
EURJPY,2026-08-17 18:00:00+00:00,184.648,184.708,184.635,184.692
EURJPY,2026-08-17 19:00:00+00:00,184.684,184.703,184.582,184.639
EURJPY,2026-08-17 20:00:00+00:00,184.638,184.678,184.624,184.654
EURJPY,2026-08-17 21:00:00+00:00,184.646,184.706,184.502,184.589
EURJPY,2026-08-17 22:00:00+00:00,184.589,184.662,184.568,184.584
EURJPY,2026-08-17 23:00:00+00:00,184.584,184.591,184.535,184.554
EURJPY,2026-08-18 00:00:00+00:00,184.554,184.732,184.546,184.662
EURJPY,2026-08-18 01:00:00+00:00,184.664,184.724,184.632,184.703
